personId,firstName,lastName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber
200746,LaMarcus,Aldridge,1985-07-19,University of Texas at Austin,USA,83.0,250.0,False,True,True,2006.0,1.0,2.0
76021,Chuck,Aleksinas,1959-02-26,Connecticut,USA,83.0,76021.0,False,False,True,1982.0,4.0,76.0
101243,Chris,Alexander,"","","","","","","","","","",""
1626146,Cliff,Alexander,1995-11-16,Kansas,USA,80.0,240.0,False,True,False,-1.0,-1.0,-1.0
724,Cory,Alexander,1973-06-22,Virginia,USA,73.0,190.0,True,False,False,1995.0,1.0,29.0
2042,Courtney,Alexander,1977-04-27,Fresno State,USA,77.0,2042.0,True,False,False,2000.0,1.0,13.0
2650,Demetrius,Alexander,"","","","","","","","","","",""
76022,Gary,Alexander,1969-11-01,South Florida,USA,79.0,76022.0,False,True,False,-22.0,-22.0,-22.0
201570,Joe,Alexander,1986-12-26,West Virginia,USA,80.0,230.0,False,True,False,2008.0,1.0,8.0
1629734,Kyle,Alexander,1996-10-21,Tennessee,Canada,82.0,216.0,False,True,True,-1.0,-1.0,-1.0
1641725,Trey,Alexander,"","","","","","","","","","",""
1630234,Ty-Shon,Alexander,1998-07-16,Creighton,USA,75.0,195.0,True,False,False,-1.0,-1.0,-1.0
2349,Victor,Alexander,1969-08-31,Iowa State,USA,82.0,265.0,False,True,False,1991.0,1.0,17.0
1629638,Nickeil,Alexander-Walker,"","","","","",True,False,False,"","",""
1962937930,Carlos,Alexandre,"","","","","","","","","","",""
1628576,Bryce,Alford,1995-01-18,UCLA,USA,"",1628576.0,False,False,False,-22.0,-22.0,-22.0
76024,Steve,Alford,1964-11-23,Indiana,USA,74.0,183.0,True,False,False,1987.0,2.0,26.0
1628959,Rawle,Alkins,1997-10-29,Arizona,USA,77.0,225.0,True,False,False,-1.0,-1.0,-1.0
76028,Bob,Allen,1946-07-17,Marshall,USA,81.0,205.0,False,True,False,1968.0,6.0,71.0
1628960,Grayson,Allen,"","","","","",False,True,False,"","",""
1628386,Jarrett,Allen,"","","","","",False,False,False,"","",""
43229,Jeff,Allen,"","","","","",False,False,False,"","",""
706,Jerome,Allen,1973-01-28,Pennsylvania,USA,76.0,706.0,True,False,False,1995.0,2.0,49.0
1628443,Kadeem,Allen,1993-01-15,Arizona,USA,73.0,200.0,True,False,False,2017.0,2.0,53.0
202730,Lavoy,Allen,1989-02-04,Temple,USA,81.0,260.0,False,True,True,2011.0,2.0,50.0
76027,Lucius,Allen,1947-09-26,UCLA,USA,74.0,175.0,True,False,False,1969.0,1.0,3.0
2124,Malik,Allen,1978-06-27,Villanova,USA,82.0,255.0,False,True,False,-1.0,-1.0,-1.0
1629305,Marcus,Allen,"","","","","","","","","","",""
76025,Randy,Allen,1965-01-26,Florida State,USA,80.0,76025.0,False,True,False,-22.0,-22.0,-22.0
951,Ray,Allen,1975-07-20,Connecticut,USA,77.0,951.0,True,False,False,1996.0,1.0,5.0
203206,Ryan,Allen,"","","","","","","","","","",""
1641851,Timmy,Allen,2000-01-09,Texas,USA,78.0,1641851.0,False,False,False,-22.0,-22.0,-22.0
2754,Tony,Allen,1982-01-11,Oklahoma State,USA,76.0,213.0,True,True,False,2004.0,1.0,25.0
196295497,Akech,Allir,"","","","","","","","","","",""
76029,Odis,Allison,1949-10-02,UNLV,USA,78.0,195.0,False,True,False,1971.0,5.0,76.0
200984,Lance,Allred,1981-02-02,Weber State,USA,83.0,250.0,False,False,True,-1.0,-1.0,-1.0
76030,Darrell,Allums,1958-09-12,UCLA,USA,80.0,220.0,False,True,False,1980.0,5.0,103.0
201165,Morris,Almond,1985-02-02,Rice,USA,78.0,225.0,True,False,False,2007.0,1.0,25.0
64001,Amit,Alon,"","","","","","","","","","",""
196295494,Yonatan,Alon,"","","","","","","","","","",""
308,Derrick,Alston,1972-08-20,Duquesne,USA,83.0,225.0,False,False,True,1994.0,2.0,33.0
1747,Rafer,Alston,1976-07-24,Fresno State,USA,74.0,175.0,True,False,False,1998.0,2.0,39.0
1630247,Derrick,Alston Jr.,1997-09-17,Boise State,USA,"",1630247.0,False,False,False,-22.0,-22.0,-22.0
43309,Can,Altintig,"","","","","","","","","","",""
43191,Ben,Altit,"","","","","","","","","","",""
1824,Peter,Aluma,1973-04-26,Liberty,USA,82.0,260.0,False,False,True,-1.0,-1.0,-1.0
1630631,Jose,Alvarado,"","","","","",True,False,False,"","",""
680,John,Amaechi,1970-11-26,Penn State,United Kingdom,82.0,270.0,False,True,True,-1.0,-1.0,-1.0
732,Ashraf,Amaya,1971-11-23,Southern Illinois,USA,80.0,732.0,False,False,False,-22.0,-22.0,-22.0
202329,Al-Farouq,Aminu,1990-09-21,Wake Forest,USA,80.0,202329.0,False,True,False,2010.0,1.0,8.0
1966938153,Gil,Amitay,"","","","","","","","","","",""
200811,Lou,Amundson,1982-12-07,UNLV,USA,81.0,220.0,False,True,False,-1.0,-1.0,-1.0
76034,Bob,Anderegg,1937-08-24,Michigan State,USA,75.0,76034.0,False,True,False,1959.0,3.0,20.0
525,Andersen,Andersen,"","","","","","","","","","",""
2365,Chris,Andersen,1978-07-07,Blinn J.C.,USA,82.0,245.0,False,True,True,-1.0,-1.0,-1.0
2431,David,Andersen,1980-06-23,FC Barcelona,Australia,"","","","","",2002.0,2.0,36.0
56004,David,Andersen,"","","","","","","","","","",""
101187,Alan,Anderson,1982-10-16,Michigan State,USA,78.0,220.0,True,True,False,-1.0,-1.0,-1.0
41628,Alan,Anderson,"","","","","","","","","","",""
202079,Antonio,Anderson,1985-06-05,Memphis,USA,78.0,215.0,True,False,False,-1.0,-1.0,-1.0
1629190,C.J.,Anderson,"","","","","","","","","","",""
76035,Cliff,Anderson,1944-09-07,St. Joseph's (PA),USA,74.0,76035.0,True,False,False,1967.0,4.0,35.0
76036,Daniel,Anderson,1951-01-01,Southern California,USA,74.0,185.0,True,False,False,1974.0,6.0,92.0
1507,Derek,Anderson,1974-07-18,Kentucky,USA,77.0,195.0,True,False,False,1997.0,1.0,13.0
76037,Dwight,Anderson,1960-12-28,Southern California,USA,75.0,185.0,True,False,False,1982.0,2.0,41.0
1966938154,Eric,Anderson,"","","","","",False,False,True,"","",""
944,Eric,Anderson,1970-05-26,Indiana,USA,81.0,220.0,False,True,False,-1.0,-1.0,-1.0
246,Greg,Anderson,1964-06-22,Houston,USA,82.0,250.0,False,True,True,1987.0,1.0,23.0
202815,Jake,Anderson,"","","","","","","","","","",""
202341,James,Anderson,1989-03-25,Oklahoma State,USA,78.0,213.0,True,True,False,2010.0,1.0,20.0
76040,Jerome,Anderson,1953-10-09,West Virginia,USA,77.0,195.0,True,False,False,1975.0,3.0,53.0
1626147,Justin,Anderson,1993-11-19,Virginia,USA,77.0,231.0,True,True,False,2015.0,1.0,21.0
72,Kenny,Anderson,1970-10-09,Georgia Tech,USA,73.0,168.0,True,False,False,1991.0,1.0,2.0
203198,Kevin,Anderson,"","","","","","","","","","",""
76041,Kim,Anderson,1955-05-12,Missouri,USA,79.0,200.0,False,True,False,1978.0,7.0,146.0
203937,Kyle,Anderson,"","","","","",False,True,False,"","",""
196294559,Lachlan,Anderson,"","","","","","","","","","",""
76042,Michael,Anderson,1966-03-23,Drexel,USA,71.0,184.0,True,False,False,1988.0,3.0,73.0
76043,Mitchell,Anderson,1960-09-23,Bradley,USA,80.0,195.0,False,True,False,1982.0,2.0,36.0
98,Nick,Anderson,1968-01-20,Illinois,USA,78.0,228.0,True,True,False,1989.0,1.0,11.0
76045,Richard,Anderson,1960-11-19,California-Santa Barbara,USA,82.0,240.0,False,True,False,1982.0,2.0,32.0
76046,Ron,Anderson,1958-10-15,Fresno State,USA,79.0,215.0,False,True,False,1984.0,2.0,27.0
201583,Ryan,Anderson,1988-05-06,California,USA,81.0,240.0,False,True,False,2008.0,1.0,21.0
1000,Shandon,Anderson,1973-12-31,Georgia,USA,78.0,215.0,True,True,False,1996.0,2.0,54.0
335,Willie,Anderson,1967-01-08,Georgia,USA,80.0,200.0,True,True,False,1988.0,1.0,10.0
76048,Wally,Anderzunas,1946-01-11,Creighton,USA,79.0,76048.0,False,False,True,1969.0,2.0,25.0
1627882,Andrew,Andrews,"","","","","","","","","","",""
1962937812,Zach,Andrews,"","","","","","","","","","",""
101149,Martynas,Andriuskevicius,1986-03-12,Zalgiris,Lithuania,86.0,240.0,False,False,True,2005.0,2.0,44.0
43230,Brody,Angley,"","","","","",False,False,False,"","",""
1629132,Braian,Angola-Rodas,"","","","","","","","","","",""
76049,Don,Anielak,1930-11-01,Missouri State,USA,79.0,190.0,False,True,False,1954.0,3.0,26.0
196295097,Alec,Anigbata,"","","","","","","","","","",""
1628387,Ike,Anigbogu,1998-10-16,UCLA,USA,82.0,250.0,False,False,True,2017.0,2.0,47.0
41005,Michailas,Anisimovas,"","","","","","","","","","",""
76050,Michael,Ansley,1967-02-08,Alabama,USA,79.0,225.0,False,True,False,1989.0,2.0,37.0
1512,Chris,Anstey,1975-01-01,South East Melbourne,Australia,84.0,249.0,False,False,True,1997.0,1.0,18.0
203507,Giannis,Antetokounmpo,"","","","","",False,False,False,"","",""
1628961,Kostas,Antetokounmpo,1997-11-20,University of Dayton,Greece,82.0,200.0,False,True,False,2018.0,2.0,60.0
203648,Thanasis,Antetokounmpo,1992-07-18,Panathinaikos,Greece,79.0,219.0,False,True,False,2014.0,2.0,51.0
2546,Carmelo,Anthony,1984-05-29,Syracuse,USA,79.0,238.0,False,True,False,2003.0,1.0,3.0
1630175,Cole,Anthony,"","","","","",True,False,False,"","",""
21,Greg,Anthony,1967-11-15,UNLV,USA,73.0,180.0,True,False,False,1991.0,1.0,12.0
201202,Joel,Anthony,1982-08-09,UNLV,Canada,81.0,245.0,False,False,True,-1.0,-1.0,-1.0
203544,Pero,Antic,1982-07-29,Olympiacos,Macedonia,83.0,260.0,False,True,True,-1.0,-1.0,-1.0
196295061,Grant,Anticevich,"","","","","","","","","","",""
196294553,Jonah,Antonio,"","","","","","","","","","",""
1628384,OG,Anunoby,"","","","","",False,False,False,"","",""
2644,Rick,Apodaca,"","","","","","","","","","",""
203951,Keith,Appling,1992-02-13,Michigan State,USA,73.0,203951.0,False,False,False,-22.0,-22.0,-22.0
2737,Rafael,Araujo,1980-08-12,Brigham Young,Brazil,83.0,270.0,False,False,True,2004.0,1.0,8.0
76053,Stacey,Arceneaux,1936-02-17,Iowa State,USA,76.0,76053.0,False,False,False,-22.0,-22.0,-22.0
76054,Nate,Archibald,1948-09-02,Texas-El Paso,USA,73.0,150.0,True,False,False,1970.0,2.0,19.0
2425,Robert,Archibald,1980-03-29,Illinois,Scotland,83.0,250.0,False,True,False,2002.0,2.0,31.0
196295064,Chris,Arcidiacono,"","","","","","","","","","",""
1627853,Ryan,Arcidiacono,1994-03-26,Villanova,USA,75.0,195.0,True,False,False,-1.0,-1.0,-1.0
76055,Jim,Ard,1948-09-19,Cincinnati,USA,81.0,215.0,False,False,True,1970.0,1.0,6.0
2240,Gilbert,Arenas,1982-01-06,Arizona,USA,76.0,215.0,True,False,False,2001.0,2.0,30.0
43231,Liraz,Ariely,"","","","","","","","","","",""
2772,Trevor,Ariza,1985-06-30,UCLA,USA,80.0,215.0,False,True,False,2004.0,2.0,43.0
76056,Paul,Arizin,1928-04-09,Villanova,USA,76.0,190.0,False,True,False,1950.0,"",""
76057,Joe,Arlauckas,1965-07-20,Niagara,USA,81.0,230.0,False,True,False,1987.0,4.0,74.0
1631317,Adonis,Arms,1998-06-26,Texas Tech,USA,"",1631317.0,False,False,False,-22.0,-22.0,-22.0
769,B.J.,Armstrong,1967-09-09,Iowa,USA,74.0,185.0,True,False,False,1989.0,1.0,18.0
76061,Bob,Armstrong,1933-06-17,Michigan State,USA,80.0,76061.0,False,False,True,-22.0,-22.0,-22.0
2220,Brandon,Armstrong,1980-06-16,Pepperdine,USA,77.0,185.0,True,False,False,2001.0,1.0,23.0
353,Darrell,Armstrong,1968-06-22,Fayetteville State,USA,73.0,180.0,True,False,False,-1.0,-1.0,-1.0
200756,Hilton,Armstrong,1984-11-23,Connecticut,USA,83.0,235.0,False,True,True,2006.0,1.0,12.0
76060,Paul,Armstrong,1918-11-01,Indiana,USA,71.0,76060.0,True,False,False,-22.0,-22.0,-22.0
1642379,Taran,Armstrong,"","","","","","","","","","",""
196294551,Taran,Armstrong,"","","","","","","","","","",""
76059,Tate,Armstrong,1955-10-05,Duke,USA,75.0,175.0,True,False,False,1977.0,1.0,13.0
76062,Jesse,Arnelle,1933-12-30,Penn State,USA,77.0,220.0,False,True,False,1955.0,2.0,13.0
76063,Jay,Arnette,1938-12-19,Texas,USA,74.0,76063.0,True,False,False,1960.0,2.0,9.0
547,Arnold,Arnold,"","","","","","","","","","",""
76064,Bob,Arnzen,1947-11-03,Notre Dame,USA,77.0,76064.0,False,True,False,1969.0,8.0,103.0
2306,Carlos,Arroyo,1979-07-30,Florida International,Puerto Rico,74.0,200.0,True,False,False,-1.0,-1.0,-1.0
590,Ender,Arslan,"","","","","","","","","","",""
201589,Darrell,Arthur,1988-03-25,Kansas,USA,81.0,235.0,False,True,False,2008.0,1.0,27.0
76065,John,Arthurs,1947-08-15,Tulane,USA,76.0,185.0,True,False,False,1969.0,6.0,73.0
1628503,Jamel,Artis,1993-01-12,Pittsburgh,USA,79.0,213.0,True,False,False,-1.0,-1.0,-1.0
1962937170,Netanel,Artzi,"","","","","","","","","","",""
1626165,Brandon,Ashley,"","","","","","","","","","",""
201600,Omer,Asik,1986-07-04,Fenerbahce,Turkey,84.0,255.0,False,False,True,2008.0,2.0,36.0
355,Vincent,Askew,1966-02-28,Memphis,USA,78.0,210.0,True,False,False,1987.0,2.0,39.0
173,Keith,Askins,1967-12-15,Alabama,USA,80.0,173.0,True,True,False,-22.0,-22.0,-22.0
76068,Don,Asmonga,1928-02-15,Alliance,USA,74.0,185.0,True,False,False,-1.0,-1.0,-1.0
202213,Connor,Atchley,"","","","","","","","","","",""
76069,Richard,Atha,1931-09-21,Indiana State,USA,74.0,190.0,True,False,False,1953.0,"",""
196294582,Yonatan,Atias,"","","","","","","","","","",""
1088,Chucky,Atkins,1974-08-14,South Florida,USA,71.0,185.0,True,False,False,-1.0,-1.0,-1.0
1626276,Darion,Atkins,"","","","","","","","","","",""
76070,Alvin,Attles,1936-11-07,North Carolina A&T,USA,73.0,76070.0,True,False,False,1960.0,5.0,39.0
76071,Chet,Aubuchon,1916-05-08,Michigan State,USA,70.0,137.0,True,False,False,-1.0,-1.0,-1.0
1641914,Chase,Audige,1999-06-29,Northwestern,USA,"",1641914.0,False,False,False,-22.0,-22.0,-22.0
278,Stacey,Augmon,1968-08-01,UNLV,USA,80.0,213.0,True,True,False,1991.0,1.0,9.0
1627811,Zach,Auguste,"","","","","","","","","","",""
201571,D.J.,Augustin,1987-11-10,Texas-Austin,USA,71.0,183.0,True,False,False,2008.0,1.0,9.0
200788,James,Augustine,1984-02-27,Illinois,USA,82.0,235.0,False,True,False,2006.0,2.0,41.0
558,"",Austin,"","","","","","","","","","",""
1627649,Brandon,Austin,"","","","","","","","","","",""
1134,Ike,Austin,1969-08-18,Arizona State,USA,82.0,288.0,False,False,True,1991.0,2.0,48.0
76073,John,Austin,1944-08-31,Boston College,USA,72.0,76073.0,True,False,False,1966.0,4.0,38.0
76074,Ken,Austin,1961-07-15,Rice,USA,81.0,76074.0,False,True,False,1983.0,5.0,101.0
1643113,Zack,Austin,"","","","","","","","","","",""
56070,Vule,Avdalovic,"","","","","","","","","","",""
1630166,Deni,Avdija,"","","","","",False,False,False,"","",""
138,Anthony,Avent,1969-10-18,Seton Hall,USA,81.0,240.0,False,False,True,1991.0,1.0,15.0
76076,William,Averitt,1952-07-22,Pepperdine,USA,74.0,170.0,True,False,False,1973.0,4.0,55.0
1895,William,Avery,1979-08-08,Duke,USA,74.0,180.0,True,False,False,1999.0,1.0,14.0
196294083,Niv,Avidan,"","","","","","","","","","",""
1627938,J.J.,Avila,"","","","","","","","","","",""
76078,Dennis,Awtrey,1948-02-22,Santa Clara,USA,82.0,235.0,False,False,True,1970.0,3.0,46.0
1630555,Joel,Ayayi,2000-03-05,Gonzaga,France,76.0,180.0,True,False,False,-1.0,-1.0,-1.0
202970,Gustavo,Ayon,1985-04-01,Baloncesto Fuenlabrada,Mexico,"","","","","",-1.0,-1.0,-1.0
2148,Mark,Ayotte,"","","","","","","","","","",""
201965,Jeff,Ayres,1987-04-29,Arizona State,USA,81.0,250.0,False,True,True,2009.0,2.0,31.0
1629028,Deandre,Ayton,1998-07-23,Arizona,Bahamas,84.0,250.0,False,False,True,2018.0,1.0,1.0
101235,Kelenna,Azubuike,1983-12-16,Kentucky,United Kingdom,77.0,215.0,True,False,False,-1.0,-1.0,-1.0
1628962,Udoka,Azubuike,1999-09-17,Kansas,Nigeria,83.0,270.0,False,True,True,2020.0,1.0,27.0
1629819,Yudai,Baba,"","","","","","","","","","",""
203569,Chris,Babb,1990-02-14,Iowa State,USA,77.0,225.0,True,False,False,-1.0,-1.0,-1.0
202337,Luke,Babbitt,1989-06-20,Nevada-Reno,USA,81.0,225.0,False,True,False,2010.0,1.0,16.0
76079,Milos,Babic,1968-11-23,Tennessee Tech,USA,84.0,240.0,False,False,True,1990.0,2.0,50.0
41002,Stepas,Babrauskas,"","","","","","","","","","",""
76080,Johnny,Bach,1924-07-10,Fordham,USA,74.0,180.0,False,True,False,1948.0,"",""
203947,Jordan,Bachynski,"","","","","","","","","","",""
1628407,Dwayne,Bacon,1995-08-30,Florida State,USA,78.0,221.0,True,True,False,2017.0,2.0,40.0
196294583,Dwayne,Bacon,"","","","","",False,True,False,"","",""
1630654,Armando,Bacot,2000-03-06,North Carolina,USA,"",1630654.0,False,False,False,-22.0,-22.0,-22.0
2587,Malick,Badiane,"","","","","","","","","","",""
1630641,Ibou,Badji,2002-10-13,FC Barcelona,Senegal,84.0,1630641.0,False,False,True,-22.0,-22.0,-22.0
76081,Jim,Baechtold,1927-12-09,Eastern Kentucky,USA,76.0,205.0,False,True,False,1952.0,1.0,2.0
2053,Dalibor,Bagaric,1980-07-02,Benston Zagreb,Croatia,85.0,290.0,False,False,True,2000.0,1.0,24.0
76082,John,Bagley,1960-04-23,Boston College,USA,72.0,185.0,True,False,False,1982.0,1.0,12.0
1630542,Marcus,Bagley,"","","","","",False,True,False,"","",""
1628963,Marvin,Bagley III,1999-03-14,Duke,USA,82.0,235.0,False,True,False,2018.0,1.0,2.0
1642846,Ace,Bailey,"","","","","",false,false,false,"","",""
1641735,Amari,Bailey,2004-02-17,UCLA,USA,75.0,1641735.0,True,False,False,2023.0,2.0,41.0
76084,Carl,Bailey,1958-04-23,Tuskegee,USA,84.0,210.0,False,False,True,1980.0,3.0,66.0
76083,Gus,Bailey,1951-02-18,Texas-El Paso,USA,77.0,185.0,True,False,False,1974.0,2.0,23.0
76085,James,Bailey,1957-05-21,Rutgers,USA,81.0,220.0,False,True,False,1979.0,1.0,6.0
101228,Kyle,Bailey,"","","","","","","","","","",""
1847,Thurl,Bailey,1961-04-07,North Carolina State,USA,83.0,247.0,False,True,False,1983.0,1.0,7.0
1753,Toby,Bailey,1975-11-19,UCLA,USA,78.0,213.0,True,False,False,1998.0,2.0,45.0
203946,Cameron,Bairstow,1990-12-07,New Mexico,Australia,81.0,203946.0,False,True,True,2014.0,2.0,49.0
196295055,Sean,Bairstow,"","","","","","","","","","",""
1858,Mark,Baker,1969-11-11,Ohio State,USA,73.0,175.0,True,False,False,-1.0,-1.0,-1.0
2486,Maurice,Baker,1979-07-28,Oklahoma State,USA,74.0,200.0,True,False,False,-1.0,-1.0,-1.0
76089,Norm,Baker,1923-02-17,Victoria,Canada,72.0,180.0,True,False,False,-1.0,-1.0,-1.0
1627758,Ron,Baker,1993-03-30,Wichita State,USA,76.0,220.0,True,False,False,-1.0,-1.0,-1.0
452,Vin,Baker,1971-11-23,Hartford,USA,83.0,240.0,False,True,False,1993.0,1.0,8.0
1627836,Gracin,Bakumanya,"","","","","","","","","","",""
196294607,Franco,Balbi,"","","","","",True,False,False,"","",""
64143,Franco,Balbi,"","","","","","","","","","",""
1627735,Wade,Baldwin IV,1996-03-29,Vanderbilt,USA,76.0,200.0,True,False,False,2016.0,1.0,17.0
1631116,Patrick,Baldwin Jr.,2002-11-18,Wisconsin-Milwaukee,USA,81.0,220.0,False,True,False,2022.0,1.0,28.0
200764,Renaldo,Balkman,1984-07-14,South Carolina,USA,80.0,225.0,False,True,False,2006.0,1.0,20.0
76090,Cedric,Ball,1968-04-16,North Carolina-Charlotte,USA,80.0,210.0,False,True,False,-1.0,-1.0,-1.0
1630163,LaMelo,Ball,"","","","","",False,False,False,"","",""
1629071,LiAngelo,Ball,1998-11-24,"",USA,"","","","","",2018.0,"",""
1628366,Lonzo,Ball,"","","","","",False,False,False,"","",""
76091,Greg,Ballard,1955-01-29,Oregon,USA,79.0,215.0,False,True,False,1977.0,1.0,4.0
1630642,Mitch,Ballock,1998-07-02,Creighton,USA,"",1630642.0,False,False,False,-22.0,-22.0,-22.0
76092,Herschel,Baltimore,1921-06-21,Penn State,USA,76.0,195.0,False,True,False,-1.0,-1.0,-1.0
1628964,Mo,Bamba,"","","","","",False,False,True,"","",""
1631094,Paolo,Banchero,"","","","","",False,False,False,"","",""
1630217,Desmond,Bane,"","","","","",False,False,False,"","",""
